,PLACEID,BOROUGH CODE,FACILITY TYPE,FEATURE NAME,longitude,latitude,FACILITY TYPE NAME,ACTIVITY_CATEGORY,BOROUGH NAME
15472,1036034,3.0,4,PS 16 PLAYGROUND,-73.962702282143,40.705892496616,Recreational Facility,recreation,Brooklyn
15479,4127,3.0,9,FREE METHODIST CHURCH,-73.991805283805,40.665758799295,Religious Institution,culture,Brooklyn
15482,1031336,4.0,6,HONEYWELL ST OVR AMTRK LIRR YARD,-73.929806255436,40.748107686128,Transportation Facility,transportation,Queens
15488,1038437,2.0,6,FORDHAM FERRY,-73.781722587529,40.848311672316,Transportation Facility,transportation,Bronx
15490,1031389,4.0,6,FOREST PARK DRV OVER MYRTLE AVE,-73.850675179407,40.702110153391,Transportation Facility,transportation,Queens
15494,1036915,2.0,4,REV J POLITE PLAYGROUND,-73.897032098284,40.827090549637,Recreational Facility,recreation,Bronx
15495,1020104,4.0,4,BARRIER PLAYGROUND,-73.854972653021,40.73625447492,Recreational Facility,recreation,Queens
15496,1002343,1.0,4,SCHURZ PARK E 87 ST ENTR,-73.944167302173,40.775581074926,Recreational Facility,recreation,Manhattan
15497,343,3.0,4,FOUR SPARROW MARSH,-73.905909741743,40.601135746656,Recreational Facility,recreation,Brooklyn
15498,5434,3.0,3,CYPRESS HILLS LIBRARY,-73.87402277186,40.672678952207,Cultural Facility,culture,Brooklyn
15501,1027894,3.0,9,ST MARY STAR OF THE SEA RC CHURCH,-73.998249832397,40.676770300705,Religious Institution,culture,Brooklyn
15506,1035104,4.0,4,DISCOVERY COMMUNITY GARDEN 2,-73.790961049103,40.694856301759,Recreational Facility,recreation,Queens
15509,1007368,1.0,4,RANDALLS ISLAND FIELD 61,-73.925068492445,40.784444518283,Recreational Facility,recreation,Manhattan
15510,1040107,4.0,9,IMMACULATE CONCEPTION CHURCH JAMAICA,-73.785204020438,40.71437752416,Religious Institution,culture,Queens
15511,1030448,3.0,3,BROOKLYN HISTORICAL SOCIETY DUMBO,-73.992180656142,40.70349969204,Cultural Facility,culture,Brooklyn
15514,13063,2.0,4,BRONX ZOO SOMBA VILLAGE,-73.878808708433,40.84762172788,Recreational Facility,recreation,Bronx
15520,1035956,3.0,4,SCARANGELLA PARK,-73.984340142283,40.594674157912,Recreational Facility,recreation,Brooklyn
15523,5631,4.0,3,FRESH MEADOWS LIBRARY,-73.782290634722,40.741600302338,Cultural Facility,culture,Queens
15525,997,4.0,4,BUZZ VOLLMER PLAYGROUND,-73.841551357304,40.749979355588,Recreational Facility,recreation,Queens
15527,15592,2.0,9,BECK MEMORIAL CHURCH,-73.88007797335,40.843365766867,Religious Institution,culture,Bronx
15529,4160,1.0,9,SECOND FRIENDSHIP BAPTIST CHURCH,-73.950487432937,40.807532770078,Religious Institution,culture,Manhattan
15530,6196,5.0,6,RARITAN BAY CHANNEL LIGHTED BUOY 36,-74.212290728227,40.504860225894,Transportation Facility,transportation,Staten Island
15531,3686,3.0,9,EPIPHANY LUTHERAN CHURCH,-73.952300053284,40.671086468914,Religious Institution,culture,Brooklyn
15533,4002,2.0,9,CHRIST THE KING CHURCH,-73.915396746608,40.837931093591,Religious Institution,culture,Bronx
15536,1039608,3.0,4,WYCKOFF HOUSE PARK COMFORT STATION,-73.920916824299,40.644696908174,Recreational Facility,recreation,Brooklyn
15543,15287,1.0,9,ST MATTHEW ST TIMOTHY CHURCH,-73.971650087883,40.784396883537,Religious Institution,culture,Manhattan
15546,1002386,2.0,4,CLAREMONT PARK BANDSHELL,-73.906289096329,40.842418580115,Recreational Facility,recreation,Bronx
15547,8648,5.0,6,RARITAN BAY LIGHT 42,-74.224301678638,40.496474089796,Transportation Facility,transportation,Staten Island
15550,1035069,1.0,4,TOMPKINS SQUARE PARK MINI POOL,-73.980965542484,40.726885638963,Recreational Facility,recreation,Manhattan
15552,1031558,2.0,6,EAST  180 ST OVER BRONX RIVER,-73.877060016052,40.842347546389,Transportation Facility,transportation,Bronx
15553,1030649,3.0,9,CHURCH OF THE EVANGEL,-73.956826424154,40.657250196117,Religious Institution,culture,Brooklyn
15554,1539,2.0,4,MORRIS GARDEN,-73.904032637241,40.854631967176,Recreational Facility,recreation,Bronx
15555,1020329,3.0,6,HENRY STREET BASIN PIER 8,-74.007253426495,40.66801649623,Transportation Facility,transportation,Brooklyn
15557,1035366,1.0,4,FORSYTH GARDEN CONSERVANCY,-73.992733194499,40.71947219386,Recreational Facility,recreation,Manhattan
15559,1021444,3.0,4,BUSHWICK POOL,-73.939430860963,40.702064483083,Recreational Facility,recreation,Brooklyn
15560,1028644,1.0,4,GOVERNORS ISLAND FORT JAY,-74.015951858388,40.691378588342,Recreational Facility,recreation,Manhattan
15561,12398,2.0,6,CITY ISLAND BUOY 4,-73.792389725493,40.835261756684,Transportation Facility,transportation,Bronx
15563,5935,3.0,4,HOLOCAUST MEMORIAL PARK,-73.95371036346,40.582510467392,Recreational Facility,recreation,Brooklyn
15564,27,2.0,4,ARCILLA PLAYGROUND,-73.914287929272,40.827152763383,Recreational Facility,recreation,Bronx
15566,995,2.0,4,CROTONA PLAYGROUND 2,-73.891174497733,40.840228592337,Recreational Facility,recreation,Bronx
15567,1031405,4.0,6,59 BR RAMP MNBD 21 OVR 21 STREET,-73.94546751097,40.751263234007,Transportation Facility,transportation,Queens
15569,17187,4.0,4,IDLEWILD PARK,-73.752743654387,40.651265237783,Recreational Facility,recreation,Queens
15571,3931,2.0,9,ST JAMES EPISCOPAL CHURCH FORDHAM,-73.89951758418,40.863947043432,Religious Institution,culture,Bronx
15573,1002287,1.0,4,BOGARDUS GARDEN,-74.009113625868,40.715911717381,Recreational Facility,recreation,Manhattan
15574,1035617,5.0,4,DUGAN PLAYGROUND,-74.110962141891,40.561480667171,Recreational Facility,recreation,Staten Island
15576,1016644,1.0,3,UNITED PALACE THEATRE,-73.938023792521,40.846446894259,Cultural Facility,culture,Manhattan
15583,153,3.0,4,BREUKELEN BALLFIELDS,-73.892461645596,40.65230131833,Recreational Facility,recreation,Brooklyn
15584,1035567,2.0,4,PELHAM BAY PARK SOUTH MEADOW BALLFIELD,-73.819976645091,40.851423921672,Recreational Facility,recreation,Bronx
15585,1024829,2.0,9,UNITED CHURCH,-73.900716189338,40.817727384465,Religious Institution,culture,Bronx
15586,907,2.0,6,TIFFANY STREET PIER,-73.889757008771,40.805365494239,Transportation Facility,transportation,Bronx
15592,1035560,2.0,4,WILLIS PLAYGROUND COMFORT STATION,-73.922685634772,40.811360765199,Recreational Facility,recreation,Bronx
15594,7589,1.0,3,MUSEUM OF JEWISH HERITAGE,-74.018636554649,40.705966614148,Cultural Facility,culture,Manhattan
15599,1035124,1.0,4,JOHN JAY PARK PAVILION,-73.949049087758,40.769120674193,Recreational Facility,recreation,Manhattan
15601,19165,1.0,4,BRYANT PR/AMERICAS,-73.984704115373,40.753660173065,Recreational Facility,recreation,Manhattan
15606,1036059,1.0,6,REMEMBRANCE PIER,-74.001736882077,40.693378716999,Transportation Facility,transportation,Manhattan
15609,6028,2.0,3,PELHAM BAY LIBRARY,-73.82798060913,40.844335466508,Cultural Facility,culture,Bronx
15611,1031236,1.0,6,CTL PK W DR OV 79 ST TRNVS RD,-73.970996425372,40.779954903791,Transportation Facility,transportation,Manhattan
15615,1028092,4.0,9,EMMANU-EL IN ZION TEMPLE GRACE,-73.799170584001,40.695787956765,Religious Institution,culture,Queens
15616,1035578,2.0,4,CENTRO CULTURAL GARDEN,-73.912060651657,40.820512069533,Recreational Facility,recreation,Bronx
15617,1018406,1.0,3,MUSEUM OF SEX,-73.987416143736,40.744073677752,Cultural Facility,culture,Manhattan
15621,16029,4.0,4,DANIEL CARTER BEARD MALL,-73.829335850684,40.763620215728,Recreational Facility,recreation,Queens
15622,945,2.0,4,ST JAMES RECREATION CENTER,-73.899162619178,40.864647653264,Recreational Facility,recreation,Bronx
15625,16204,4.0,4,PIGEON PARADISE,-73.89656166031,40.748653093698,Recreational Facility,recreation,Queens
15629,3523,1.0,9,HOLY TRINITY UKRAINIAN CHURCH,-73.99563345906,40.719829750067,Religious Institution,culture,Manhattan
15630,1036275,4.0,4,SPRINGFIELD PARK NORTH TENNIS COURTS,-73.75987348992,40.664175929176,Recreational Facility,recreation,Queens
15632,1030821,5.0,9,ST MARYS ORTHODOX CHURCH,-74.132664662634,40.637396978981,Religious Institution,culture,Staten Island
15634,1035579,2.0,4,VAN CORTLANDT PARK BOCCE COURTS,-73.877192938568,40.896823274149,Recreational Facility,recreation,Bronx
15635,1031693,3.0,6,THIRD AVENUE OVER GOWANUS CANAL,-73.988823862886,40.674132153275,Transportation Facility,transportation,Brooklyn
15644,3820,5.0,9,ST JOSEPHS CHURCH ST MARYS AVE,-74.073057453785,40.614062605578,Religious Institution,culture,Staten Island
15645,983,2.0,4,BRADY PLAYGROUND,-73.868842479514,40.851479083425,Recreational Facility,recreation,Bronx
15646,13800,1.0,3,TIMES SQUARE MUSEUM & VISITOR CENTER,-73.984531339377,40.758676540924,Cultural Facility,culture,Manhattan
15647,1030170,1.0,4,BATTERY PARK CITY ESPLANADE,-74.017979150324,40.711380989888,Recreational Facility,recreation,Manhattan
15648,6708,2.0,6,CUBAN LEDGE LIGHTED BUOY 2,-73.80435551016,40.840803702405,Transportation Facility,transportation,Bronx
15650,6502,3.0,4,RIVKA GREENBERG TRENCHER SWING AREA,-73.95810426247,40.620142914619,Recreational Facility,recreation,Brooklyn
15651,1034476,1.0,3,MUSEUM OF ICE CREAM,-73.997857499456,40.72383426939,Cultural Facility,culture,Manhattan
15653,1031103,1.0,6,RIVERSIDE DRIVE OVER W  138 ST,-73.955692930334,40.822855633054,Transportation Facility,transportation,Manhattan
15654,1035395,1.0,4,PS 108 PLAYGROUND,-73.947959009814,40.79492751231,Recreational Facility,recreation,Manhattan
15655,14873,4.0,4,MACNEIL PLAYGROUND,-73.851450835824,40.793316710374,Recreational Facility,recreation,Queens
15658,1020904,3.0,9,SS CYRIL & METHODIUS RC CHURCH,-73.954112774795,40.73551853834,Religious Institution,culture,Brooklyn
15663,1032991,4.0,9,LIVING WORD CHRISTIAN FELLOWSHIP CHURCH,-73.843243794357,40.676503097384,Religious Institution,culture,Queens
15666,1083,4.0,4,RAINEY PARK PLAYGROUND,-73.941371679315,40.765656066263,Recreational Facility,recreation,Queens
15668,5651,4.0,3,SOUTH HOLLIS LIBRARY,-73.753803603552,40.706982316747,Cultural Facility,culture,Queens
15669,102,3.0,4,BATH BEACH PLAYGROUND,-74.011387244454,40.602710457286,Recreational Facility,recreation,Brooklyn
15670,1026954,1.0,6,RFK BRIDGE PED AND BIKE,-73.928897687798,40.800923271624,Transportation Facility,transportation,Manhattan
15675,13516,3.0,9,CHRIST EVANGELICAL LUTHERAN CHURCH,-74.003158484539,40.632344532001,Religious Institution,culture,Brooklyn
15680,1002416,3.0,9,CHRIST TEMPLE UNITED,-73.982769082522,40.594938408368,Religious Institution,culture,Brooklyn
15684,1036272,4.0,4,SPRINGFIELD PARK NORTH COMFORT STATION,-73.759551497546,40.663824665712,Recreational Facility,recreation,Queens
15685,1035959,3.0,4,COMMODORE BARRY PARK COURT,-73.979019678812,40.697957046912,Recreational Facility,recreation,Brooklyn
15689,1031106,1.0,6,BK BR EN FDR OV FRKFT PEARL ST,-74.002519347021,40.710276776437,Transportation Facility,transportation,Manhattan
15692,1031548,2.0,6,GRAND CONCOURSE OVER E  138 ST,-73.930163330105,40.813284132396,Transportation Facility,transportation,Bronx
15694,3519,3.0,9,ST JOHNS LUTHERAN CHURCH GREENPOINT,-73.955025794492,40.729614534616,Religious Institution,culture,Brooklyn
15696,1021706,2.0,4,WILLIAMSBRIDGE OVAL FIELD,-73.877640080681,40.87742421714,Recreational Facility,recreation,Bronx
15697,3583,1.0,9,ASCENSION ROMAN CATHOLIC CHURCH,-73.96641010092,40.801795936941,Religious Institution,culture,Manhattan
15700,15815,3.0,3,KINGS HIGHWAY LIBRARY,-73.953077636098,40.610317137929,Cultural Facility,culture,Brooklyn
15702,1020964,4.0,4,BELL MALLS,-73.763044518156,40.751057058166,Recreational Facility,recreation,Queens
15703,1035435,2.0,4,5 BOROUGH SHOPS,-73.908818321536,40.802767291832,Recreational Facility,recreation,Bronx
15704,1028871,1.0,3,DAVENPORT THEATRE,-73.990583818572,40.759913540872,Cultural Facility,culture,Manhattan
15707,14844,3.0,3,BROWNSVILLE LIBRARY,-73.90860147403,40.671515074337,Cultural Facility,culture,Brooklyn
15716,1024347,1.0,4,INWOOD HILL PARK OSAGE ORANGE TREE,-73.927308805504,40.871236773103,Recreational Facility,recreation,Manhattan
15728,3982,2.0,9,EMMANUEL BAPTIST CHURCH,-73.864446757064,40.8820368384,Religious Institution,culture,Bronx
15734,1036790,3.0,4,COMMODORE BARRY PARK WADING POOL,-73.978178985684,40.697603972182,Recreational Facility,recreation,Brooklyn
15736,1036116,3.0,4,PS 34 PLAYGROUND,-73.949972036311,40.72631130638,Recreational Facility,recreation,Brooklyn
15737,5464,3.0,3,GREENPOINT YMCA,-73.953388998258,40.727072742718,Cultural Facility,culture,Brooklyn
15740,682,3.0,4,WINTHROP CAMPUS PLAYGROUND,-73.928810576143,40.659495607454,Recreational Facility,recreation,Brooklyn
15742,222,1.0,4,ROGER MORRIS PARK,-73.938160550851,40.83453935206,Recreational Facility,recreation,Manhattan
15744,3513,3.0,9,TRANSFIGURATION RC CHURCH,-73.95594386621,40.705420891631,Religious Institution,culture,Brooklyn
15748,1028952,1.0,3,CHILDRENS MUSEUM OF THE ARTS,-74.008029436148,40.727639952021,Cultural Facility,culture,Manhattan
15749,1030810,4.0,9,ALL SAINTS EPISCOPAL CHURCH LIC,-73.918595554862,40.744486063767,Religious Institution,culture,Queens
15754,1034228,2.0,6,RUPPERT PLAZA GARAGE,-73.929921860387,40.826984459938,Transportation Facility,transportation,Bronx
15761,871,5.0,4,EIBS POND,-74.08113184463,40.611804919245,Recreational Facility,recreation,Staten Island
15766,6540,2.0,6,EASTCHESTER BAY CHANNEL BUOY 9,-73.810343731352,40.859962873986,Transportation Facility,transportation,Bronx
15769,1002608,3.0,6,PIER 7,-74.000994096441,40.691292900331,Transportation Facility,transportation,Brooklyn
15772,3866,3.0,9,ST MARKS RC CHURCH,-73.949966661359,40.588166119989,Religious Institution,culture,Brooklyn
15775,1026964,2.0,6,235 ST-W 236 ST PED,-73.912371394062,40.88659045844,Transportation Facility,transportation,Bronx
15776,15614,2.0,9,BEDFORD PARK CONGREGATION CHURCH,-73.883303303312,40.87144440012,Religious Institution,culture,Bronx
15777,1002281,3.0,6,PIER 3 SHEEPSHEAD BAY,-73.943467416262,40.583361655803,Transportation Facility,transportation,Brooklyn
15781,1007306,1.0,4,BARUCH PLAYGROUND COMFORT STATION,-73.976936284044,40.717231917807,Recreational Facility,recreation,Manhattan
15787,1035598,2.0,4,LEAVE IT BETTER KIDS GARDEN,-73.910506140665,40.852346392207,Recreational Facility,recreation,Bronx
15793,1031020,1.0,6,WEST   43 ST OVER AMTRAK   30 ST,-73.995609328841,40.760577736788,Transportation Facility,transportation,Manhattan
15796,472,1.0,4,HOWARD BENNETT PLAYGROUND,-73.93871940009,40.813666141995,Recreational Facility,recreation,Manhattan
15797,1036693,3.0,4,ALBEMARLE PLAYGROUND COMFORT STATION,-73.980515244513,40.646036004381,Recreational Facility,recreation,Brooklyn
15799,8613,4.0,6,THE RAUNT CHANNEL BUOY 7,-73.830037880665,40.599459028576,Transportation Facility,transportation,Queens
15800,15074,1.0,4,AUDUBON PLAYGROUND,-73.938178664347,40.84163669632,Recreational Facility,recreation,Manhattan
15805,1032091,3.0,9,SEPHARDIC TEMPLE TORAH ISRAEL,-73.947704394866,40.581452195697,Religious Institution,culture,Brooklyn
15807,1035966,1.0,6,STATUE OF LIBERTY & ELLIS ISLAND TERMINAL,-74.017274599355,40.703055189486,Transportation Facility,transportation,Manhattan
15808,1017205,1.0,3,LOEWS THEATRE LINCOLN SQUARE,-73.981689395979,40.775046607324,Cultural Facility,culture,Manhattan
15809,6606,3.0,6,MIRAMAR YACHT CLUB,-73.936988177464,40.583721197451,Transportation Facility,transportation,Brooklyn
15811,1026690,1.0,4,RIVERSIDE PARK NORTH 126-155,-73.948338187475,40.833410337856,Recreational Facility,recreation,Manhattan
15819,15869,3.0,4,LT JOSEPH PETROSINO PARK,-73.998495346724,40.619126423162,Recreational Facility,recreation,Brooklyn
15820,1036131,2.0,4,MOSHOLU PLAYGROUND,-73.88273111828,40.872399741877,Recreational Facility,recreation,Bronx
15821,1028750,1.0,9,PILGRIM CATHEDRAL OF HARLEM,-73.942453168682,40.807594006158,Religious Institution,culture,Manhattan
15829,1129,1.0,4,PARK SOUTH,-73.980366843668,40.76844901199,Recreational Facility,recreation,Manhattan
15830,1007604,1.0,4,BRONX SHORE FIELD 47,-73.918113416014,40.797791670086,Recreational Facility,recreation,Manhattan
15831,1033516,4.0,9,RESURRECTION LUTHERAN CHURCH,-73.789472212592,40.75588818727,Religious Institution,culture,Queens
15834,16862,4.0,4,LOAST BATTALION HALL PLAYGROUND,-73.865040166084,40.73237970945,Recreational Facility,recreation,Queens
15840,14121,1.0,6,HOLLAND TUNNEL VENTILATOR,-74.014894636351,40.726645876759,Transportation Facility,transportation,Manhattan
15842,1036660,3.0,4,POTOMAC PLAYGROUND COMFORT STATION,-73.944239299466,40.682053987653,Recreational Facility,recreation,Brooklyn
15844,1024331,1.0,4,INWOOD BASKETBALL COURTS,-73.921727673751,40.870178869104,Recreational Facility,recreation,Manhattan
15856,257,5.0,4,TAPPEN PARK,-74.076699597224,40.626839051059,Recreational Facility,recreation,Staten Island
15858,14418,5.0,6,ARTHUR KILL CHANNEL LIGHTED BUOY 24,-74.210507075928,40.570529353456,Transportation Facility,transportation,Staten Island
15861,3949,2.0,9,YOUNG ISRAEL OF PELHAM PARKWAY JEWISH CENTER,-73.861730960692,40.856612779882,Religious Institution,culture,Bronx
15864,780,4.0,4,LATIMER PLAYGROUND,-73.786247325638,40.69647623419,Recreational Facility,recreation,Queens
15865,1006704,3.0,4,PROSPECT PARK TIME OUT SNACK BAR,-73.968460877912,40.650731154712,Recreational Facility,recreation,Brooklyn
15867,3645,3.0,9,GRACE REFORMED CHURCH FLATBUSH,-73.957235873457,40.661465948258,Religious Institution,culture,Brooklyn
15868,1544,3.0,4,ELIZABETH STROUD PLAYGROUND,-73.931121629864,40.679707289048,Recreational Facility,recreation,Brooklyn
15869,1033403,4.0,9,CHURCH IN THE GARDENS,-73.841346834372,40.716610825032,Religious Institution,culture,Queens
15872,14884,4.0,4,BAYSWATER PLAYGROUND,-73.766998446436,40.598874596861,Recreational Facility,recreation,Queens
15874,1007309,1.0,4,BRONX SHORE FIELD 3,-73.924147529969,40.801065991541,Recreational Facility,recreation,Manhattan
15875,6846,2.0,4,PO SERRANO PLAYGROUND,-73.850925313633,40.823408576508,Recreational Facility,recreation,Bronx
15876,1002335,2.0,4,BRONX ZOO CHILDRENS ZOO,-73.880645416456,40.853172572021,Recreational Facility,recreation,Bronx
15877,151,3.0,4,MARCY GREEN SOUTH PARK,-73.957366487246,40.708844684754,Recreational Facility,recreation,Brooklyn
15879,214,4.0,4,FRESH MEADOWS PARK,-73.78554008076,40.740727738932,Recreational Facility,recreation,Queens
15881,1005844,1.0,4,CENTRAL PARK ZOO TICKET BUILDING,-73.971750600096,40.767044601332,Recreational Facility,recreation,Manhattan
15883,1036814,4.0,4,BLAND PLAYGROUND HANDBALL COURT,-73.830856229476,40.758287540364,Recreational Facility,recreation,Queens
15886,1036683,3.0,4,MARC & JASONS PLAYGROUND COMFORT STATION,-73.949903682015,40.663493263746,Recreational Facility,recreation,Brooklyn
15888,1035149,3.0,4,GREEN CENTRAL KNOLL COMFORT STATION,-73.933502826489,40.702132007929,Recreational Facility,recreation,Brooklyn
15889,6376,4.0,6,FLUSHING HARBOR BUOY 1,-73.847896526023,40.762489142521,Transportation Facility,transportation,Queens
15890,4028,4.0,9,CORPUS CHRISTI CHURCH,-73.902060891864,40.756223862362,Religious Institution,culture,Queens
15891,1033672,3.0,9,CONGREGATION BEIT HILLEL OF FLATLANDS,-73.91806913386,40.624550907708,Religious Institution,culture,Brooklyn
15893,441,5.0,4,AESOP PLAYGROUND,-74.229997236663,40.509547322599,Recreational Facility,recreation,Staten Island
15894,15218,2.0,4,CROTONA PLAYGROUND 1,-73.894713672798,40.842108776398,Recreational Facility,recreation,Bronx
15898,1039673,5.0,4,LOPEZ PLAYGROUND MODULAR COMFORT STATION,-74.084962857285,40.611229987208,Recreational Facility,recreation,Staten Island
